File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Included
Contract type;Variable bullet
Reference day;30/11/2024
;Identifier;Description;Payment anchor date;Payment period;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
contract;1114931_210326470556959084;;17/01/2025;3M;17/04/2025;Yes;Long;7843,73;7843,73;18/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7843,73;;;;;;;;;;;;;No;;6,708;3,5000000000000004;17/01/2025;EURIBOR_SWAP;3M;0;;17/01/2025;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1115922_210330490550003909;;02/01/2025;3M;02/04/2025;Yes;Long;28401,06;28401,06;03/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28401,06;;;;;;;;;;;;;No;;6,502;3,25;02/01/2025;EURIBOR_SWAP;3M;0;;02/01/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1116727_210320720550001235;;29/01/2025;3M;29/04/2025;Yes;Long;878,63;878,63;30/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;878,63;;;;;;;;;;;;;No;;4,902;1,8499999999999999;29/01/2025;EURIBOR_SWAP;3M;0;;29/01/2025;3M;;;1,8499999999999999;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1117318_210322230550103052;;01/12/2024;3M;01/12/2025;Yes;Long;19714,31;19714,31;02/12/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19714,31;;;;;;;;;;;;;No;;5,505;2;01/12/2024;EURIBOR_SWAP;3M;0;;01/12/2024;3M;;;2;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131100;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F04;Adultos 1B;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1118175_210374020550004991;;14/02/2025;3M;14/11/2025;Yes;Long;500642,34;500642,34;15/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;500642,34;;;;;;;;;;;;;No;;3,4229999999999996;0,4;14/02/2025;EURIBOR_SWAP;3M;0;;14/02/2025;3M;;;0,4;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Empresas;VAR;EUR;055;000;131200;A;04.02.05.05.00 Cuentas de credito;32662000001;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1120447_210371620550002760;;16/12/2024;3M;16/12/2025;Yes;Long;13904,75;13904,75;16/12/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;13904,75;;;;;;;;;;;;;No;;4,526;1;12/09/2025;EURIBOR_SWAP;12M;0;;12/09/2025;12M;;2M;1;BG;CREDITOS SECTOR PRIVADO GTIA HIPOTECARIA OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.02.01.00 Con garantia hipotecaria;32162000008;01030202;;02;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;01030201;;F04;Adultos 1B;52;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1123918_21030027SW61740R;;30/11/2030;0M;30/11/2030;Yes;Long;118640000;118640000;21/07/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;61740;No;;EUR;Fair value;;Other;;;;;;;BNP PARIBAS SA;;;;;No;;3,85;1,255;30/11/2025;EURIBOR_SWAP;6M;;;30/11/2025;6M;;;1,255;TE;SWAP RECIBE RF CAE INFL;Tesoreria;VAR;EUR;987;006;;AFB;....;;;ES00000127C8_RF04;;GRANDE;;;;;;;;J;Gobierno Central;N;;A.5.1.2;Original;EUR;Activo general;2025-11;Sensible;;04;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;FAIR_VALUE_OTHER;;;VARIABLE;NO;NO;;;;
contract;1125680_210308380550004641;;23/01/2025;3M;23/07/2025;Yes;Long;29969,23;29969,23;24/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;29969,23;;;;;;;;;;;;;No;;6,098;3;23/01/2025;EURIBOR_SWAP;3M;0;;23/01/2025;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1127192_210340060550006308;;28/01/2025;3M;28/04/2025;Yes;Long;1309,62;1309,62;29/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1309,62;;;;;;;;;;;;;No;;5,489;2,4299999999999997;28/01/2025;EURIBOR_SWAP;3M;0;;28/01/2025;3M;;;2,4299999999999997;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F03;Adultos 1A;39;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1127791_21030027SW54532R;;30/11/2030;0M;30/11/2030;Yes;Long;54773579,13;54773579,13;18/01/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;54532;No;;EUR;Fair value;;Other;;;;;;;BANCO SANTANDER S.A.;;;;;No;;1,0999999999999999;0,9250000000000002;30/11/2025;EURIBOR_SWAP;6M;;;30/11/2025;6M;;;0,9250000000000002;TE;SWAP RECIBE RF CAE INFL;Tesoreria;VAR;EUR;987;006;;AFB;....;;;ES00000127C8_RF04;;GRANDE;;;;;;;;J;Gobierno Central;N;;A.5.1.2;Original;EUR;Activo general;2025-11;Sensible;;04;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;FAIR_VALUE_OTHER;;;VARIABLE;NO;NO;;;;
contract;1129123_210307090550003773;;27/01/2025;3M;27/04/2025;Yes;Long;5994,21;5994,21;28/04/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5994,21;;;;;;;;;;;;;No;;6,322;3,25;27/01/2025;EURIBOR_SWAP;3M;0;;27/01/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1129320_210303070550006160;;09/12/2024;3M;09/09/2027;Yes;Long;4481,88;4481,88;10/09/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4481,88;;;;;;;;;;;;;No;;6,718;3,25;09/12/2024;EURIBOR_SWAP;3M;0;;09/12/2024;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1129754_210370010550013316;;02/12/2024;1M;02/09/2028;Yes;Long;8543,69;8543,69;03/09/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8543,69;;;;;;;;;;;;;No;;3,1649999999999996;0,424;29/05/2025;IRPH;12M;0;;29/05/2025;6M;;;0,424;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131995;A;04.02.05.05.00 Cuentas de credito;32662000001;02030000;;05;;;;;;170;170;;F;;N;S;A.2.1.4;Original;EUR;Activo general;2025-05;Sensible;02030000;;F04;Adultos 1B;53;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1130258_210304220550002379;;16/02/2025;3M;16/05/2025;Yes;Long;2257,07;2257,07;17/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2257,07;;;;;;;;;;;;;No;;6,273;3,25;16/02/2025;EURIBOR_SWAP;3M;0;;16/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1133306_21030027SW62320R;;29/07/2033;0M;29/07/2033;Yes;Long;2377623,63;2377623,63;30/12/2024;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;62320;No;;EUR;Amortized cost;;;;;;;;;BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;;;;;No;;0;0;30/06/2025;EURIBOR_SWAP;6M;;;30/06/2025;6M;;;0;TE;SWAP RECIBE NO COBERTURA FWD;Tesoreria;VAR;EUR;987;006;;AFB;....;;;;;GRANDE;;;;;;;;J;;N;;NS;Original;EUR;Activo general;2025-06;Sensible;;04;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;AMORTIZED_COST;;;VARIABLE;NO;NO;;;;
contract;1134870_21030027SW63548P;;28/11/2027;0M;28/11/2027;Yes;Short;125000000;125000000;01/11/2024;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;63548;No;;EUR;Fair value;;Other;;;;;;;BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;;;;;No;;2,8979999999999997;0;28/02/2025;EURIBOR_SWAP;3M;;;28/02/2025;3M;;;0;TE;SWAP PAGA RF CA SAREB;Tesoreria;VAR;EUR;987;006;;PFB;....;;;ES0352506432_RF04;;GRANDE;;;;;;;;J;SAREB_1;N;;P.6.1.1;Original;EUR;;2025-02;Sensible;;04;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;FAIR_VALUE_OTHER;;;VARIABLE;NO;NO;;;;
contract;1134969_210330120550010431;;19/12/2024;3M;19/12/2024;Yes;Long;9010,52;9010,52;20/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9010,52;;;;;;;;;;;;;No;;6,358;2,9000000000000004;19/12/2024;EURIBOR_SWAP;3M;0;;19/12/2024;3M;;;2,9000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1135538_210323630556857013;;29/11/2024;3M;29/05/2025;Yes;Long;17019,76;17019,76;30/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;17019,76;;;;;;;;;;;;;No;;5,412;2,5;27/02/2025;EURIBOR_SWAP;3M;0;;27/02/2025;3M;;;2,5;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1137370_210302050550004897;;12/12/2024;3M;12/03/2025;Yes;Long;49999,09;49999,09;13/03/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;49999,09;;;;;;;;;;;;;No;;6,4670000000000005;3;12/12/2024;EURIBOR_SWAP;3M;0;;12/12/2024;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131013;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;;F04;Adultos 1B;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1140705_210376370550004532;;05/12/2024;3M;05/06/2025;Yes;Long;1956762,2;1956762,2;06/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1956762,2;;;;;;;;;;;;;No;;4,649;1,2;05/12/2024;EURIBOR_SWAP;3M;0;;05/12/2024;3M;;;1,2;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Corporativa;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030102;;03;GRANDE;;;;;120;;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1141920_210302070550004074;;23/02/2025;3M;23/02/2025;Yes;Long;6639,25;6639,25;24/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6639,25;;;;;;;;;;;;;No;;6,25;3,25;23/02/2025;EURIBOR_SWAP;3M;0;;23/02/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1142977_210374050550000867;;28/02/2025;3M;28/05/2025;Yes;Long;87777,64;87777,64;29/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;87777,64;;;;;;;;;;;;;No;;4,212;1,3;28/02/2025;EURIBOR_SWAP;3M;0;;28/02/2025;3M;;;1,3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Empresas;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MEDIANA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;03;J02;Medianas empresas;;MEDIANAS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1142985_210309170550002175;;03/12/2024;3M;03/06/2027;Yes;Long;6531,56;6531,56;04/06/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6531,56;;;;;;;;;;;;;No;;6,719;3,25;03/12/2024;EURIBOR_SWAP;3M;0;;03/12/2024;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1144592_210320450550000613;;26/12/2024;3M;26/06/2025;Yes;Long;19688,25;19688,25;27/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19688,25;;;;;;;;;;;;;No;;6,351999999999999;3;26/12/2024;EURIBOR_SWAP;3M;0;;26/12/2024;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1144772_210342050550100632;;03/12/2024;3M;03/03/2025;Yes;Long;11000;11000;04/03/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;11000;;;;;;;;;;;;;No;;5,969;2,5;03/12/2024;EURIBOR_SWAP;3M;0;;03/12/2024;3M;;;2,5;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131026;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1146359_210304270550000090;;27/02/2025;3M;27/11/2025;Yes;Long;43977,61;43977,61;28/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;43977,61;;;;;;;;;;;;;No;;5,898;3;27/02/2025;EURIBOR_SWAP;3M;0;;27/02/2025;3M;;;3;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1147853_210357900550002675;;16/01/2025;3M;16/04/2025;Yes;Long;4918,28;4918,28;17/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4918,28;;;;;;;;;;;;;No;;6,715;3,5000000000000004;16/01/2025;EURIBOR_SWAP;3M;0;;16/01/2025;3M;;;3,5000000000000004;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F03;Adultos 1A;35;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1150132_210378070550000941;;25/12/2024;1M;25/06/2049;Yes;Long;4666,88;4666,88;26/06/2019;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4666,88;;;;;;;;;;;;;No;;2,76;0,424;25/05/2025;IRPH;12M;0;;25/05/2025;6M;;;0,424;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131995;A;04.02.05.05.00 Cuentas de credito;32662000001;02030000;;05;;;;;;170;;;F;;N;S;A.2.1.4;Original;EUR;Activo general;2025-05;Sensible;02030000;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1152815_210330610550002173;;22/01/2025;3M;22/04/2025;Yes;Long;6699,66;6699,66;23/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6699,66;;;;;;;;;;;;;No;;6,388000000000001;3,25;22/01/2025;EURIBOR_SWAP;3M;0;;22/01/2025;3M;;;3,25;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;S;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1153299_210309010550005438;;11/12/2024;3M;11/12/2024;Yes;Long;114691,73;114691,73;12/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;114691,73;;;;;;;;;;;;;No;;4,89;1,43;11/12/2024;EURIBOR_SWAP;3M;0;;11/12/2024;3M;;;1,43;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Comercial;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662000001;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;115340_21030027SW56960R;;17/03/2025;6M;15/09/2032;Yes;Long;57333608;57333608;08/11/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;56960;No;;EUR;Fair value;;Other;;;;;;;CAIXABANK SA;;;;;No;;1,706;1,346;15/09/2025;EURIBOR_SWAP;6M;;;15/09/2025;6M;;;1,346;TE;SWAP RECIBE RF CAE INFL;Tesoreria;VAR;EUR;987;006;;AFB;....;;;IT0005138828_RF04;;GRANDE;;;;;;;;J;Gobierno Central;N;;A.5.1.2;Original;EUR;Activo general;2025-09;Sensible;;04;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;FAIR_VALUE_OTHER;;;VARIABLE;NO;NO;;;;
contract;1157003_210382010540072785;;30/12/2024;4M;23/09/2040;Yes;Long;196048,25;196048,25;05/08/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;196048,25;;;;;;;;;;;;;No;;6,0932;2,5;31/12/2024;EURIBOR_SWAP;3M;0;;31/12/2024;4M;;;2,5;UG;PERSONALES SINDICADOS;Banca Corporativa;VAR;EUR;054;001;181000;A;04.02.05.04.00 Prestamos personales;33552000009;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1160338_210374030550000823;;17/01/2025;3M;17/07/2025;Yes;Long;96833,48;96833,48;18/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;96833,48;;;;;;;;;;;;;No;;4,707999999999999;1,5;17/01/2025;EURIBOR_SWAP;3M;0;;17/01/2025;3M;;;1,5;BG;CREDITOS SECTOR PRIVADO GTIA PERSONAL OTROS;Banca Corporativa;VAR;EUR;055;000;131002;A;04.02.05.05.00 Cuentas de credito;32662110002;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
