File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Included
Contract type;Variable annuity
Reference day;30/11/2024
;Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
contract;1002818_210357500500117431;;05/12/2024;1M;;;;05/11/2024;05/03/2025;Yes;Long;2756,19;2756,19;05/03/2010;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2756,19;;;;;;;;;;;;;No;;5,526;2;05/03/2025;EURIBOR_SWAP;12M;3,5000000000000004;;05/03/2025;12M;;2M;2;UG;HIPOTECARIOS OTRAS FINALIDADES;Banca Comercial;VAR;EUR;050;304;112015;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F09;Seniors 2;73;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002825_210332540503220366;;23/12/2024;1M;;;;23/11/2024;23/01/2049;Yes;Long;56169,61;56169,61;23/01/2009;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;56169,61;;;;;;;;;;;;;No;;4,1290000000000004;0,44999999999999996;24/01/2025;EURIBOR_SWAP;12M;3,5000000000000004;12,5;24/01/2025;12M;;2M;0,44999999999999996;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1002835_210378420500289446;;02/12/2024;1M;;;;02/11/2024;02/03/2037;Yes;Long;45468,86;45468,86;02/03/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;45468,86;;;;;;;;;;;;;No;;4,859;1,25;03/03/2025;EURIBOR_SWAP;12M;0;;03/03/2025;12M;;2M;1,25;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;984;112027;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002839_210376680500000579;;13/12/2024;1M;;;;13/11/2024;13/07/2027;Yes;Long;18933,85;18933,85;13/12/2005;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18933,85;;;;;;;;;;;;;No;;4,760000000000001;0,6;14/12/2024;EURIBOR_SWAP;12M;0;;14/12/2024;12M;;2M;0,6;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02030000;;F07;Adultos 3;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002855_210350310500024400;;06/12/2024;1M;;;;06/11/2024;06/07/2030;Yes;Long;19014,13;19014,13;06/07/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19014,13;;;;;;;;;;;;;No;;4,407;0,7270000000000001;07/07/2025;EURIBOR_SWAP;12M;0;;07/07/2025;12M;;2M;0,7270000000000001;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F07;Adultos 3;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002866_210330500500108146;;23/12/2024;1M;;;;23/11/2024;23/04/2039;Yes;Long;18645,49;18645,49;23/04/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18645,49;;;;;;;;;;;;;No;;4,516;1,35;24/10/2025;EURIBOR_SWAP;12M;0;;24/10/2025;12M;;2M;1,35;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002876_210323210506397303;;20/12/2024;1M;;;;20/11/2024;20/11/2031;Yes;Long;53111,18;53111,18;20/03/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;53111,18;;;;;;;;;;;;;No;;5,409;1,7999999999999998;21/03/2025;EURIBOR_SWAP;12M;0;;21/03/2025;12M;;2M;1,7999999999999998;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F04;Adultos 1B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002896_210328120506844119;;20/12/2024;1M;;;;20/11/2024;20/05/2049;Yes;Long;50906,91;50906,91;20/05/2014;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50906,91;;;;;;;;;;;;;No;;5,668;1,95;21/05/2025;EURIBOR_SWAP;12M;0;;21/05/2025;12M;;2M;1,95;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F06;Adultos 2B;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002909_210378430500090015;;20/12/2024;1M;;;;20/11/2024;20/02/2032;Yes;Long;28888,75;28888,75;20/05/2003;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28888,75;;;;;;;;;;;;;No;;3,636;0,7000000000000001;21/05/2025;EURIBOR_SWAP;12M;0;;21/05/2025;6M;;2M;0,7000000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002911_210378430500220535;;21/12/2024;1M;;;;21/11/2024;21/05/2054;Yes;Long;140242,05;140242,05;21/05/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;140242,05;;;;;;;;;;;;;No;;3,926;0,9900000000000001;22/05/2025;EURIBOR_SWAP;12M;0;;22/05/2025;6M;;2M;0,9900000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F05;Adultos 2A;31;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002923_210308080500023940;;01/12/2024;1M;;;;01/11/2024;01/07/2035;Yes;Long;38777,93;38777,93;01/07/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;38777,93;;;;;;;;;;;;;No;;4,88;1,2;02/07/2025;EURIBOR_SWAP;12M;0;;02/07/2025;12M;;2M;1,2;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002928_210323050520000256;;09/12/2024;3M;;;;09/09/2024;09/09/2028;Yes;Long;21975,01;21975,01;09/09/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21975,01;;;;;;;;;;;;;No;;5,3629999999999995;2,07;10/03/2025;EURIBOR_SWAP;6M;0;;10/03/2025;6M;;;2,07;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;052;385;114140;A;04.02.05.04.00 Prestamos personales;33652000005;02030000;;05;;;;;;170;170;;F;;N;N;A.2.1.2;Original;EUR;Activo general;2025-03;Sensible;02030000;;F04;Adultos 1B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002957_210347460500005194;;18/12/2024;1M;;;;18/11/2024;18/10/2043;Yes;Long;57465,11;57465,11;18/10/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;57465,11;;;;;;;;;;;;;No;;3,666;0,5;19/10/2025;EURIBOR_SWAP;12M;0;;19/10/2025;12M;;2M;0,5;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;110;112031;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010200;;F03;Adultos 1A;36;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002962_210378430500162063;;24/12/2024;1M;;;;24/11/2024;24/06/2037;Yes;Long;29495,06;29495,06;24/06/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;29495,06;;;;;;;;;;;;;No;;3,7740000000000005;0;25/01/2025;FO2;12M;0;;25/01/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;164;112026;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-01;Sensible;02010100;;F06;Adultos 2B;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002988_210342000500109394;;22/12/2024;1M;;;;22/11/2024;22/10/2029;Yes;Long;32035,28;32035,28;22/10/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;32035,28;;;;;;;;;;;;;No;;3,1300000000000003;0,5;23/10/2025;EURIBOR_SWAP;12M;0,5;;23/10/2025;12M;;;0,5;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;VAR;EUR;050;609;111029;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;S;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02030000;;F04;Adultos 1B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002994_210302090500057162;;06/12/2024;1M;;;;06/11/2024;06/11/2034;Yes;Long;63346,17;63346,17;06/09/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;63346,17;;;;;;;;;;;;;No;;4,426;0,8999999999999999;07/09/2025;EURIBOR_SWAP;12M;0;;07/09/2025;12M;;2M;0,8999999999999999;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;480;112033;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;02010100;;F03;Adultos 1A;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1002998_210371390500065233;;01/12/2024;1M;;;;01/11/2024;01/01/2029;Yes;Long;22508,69;22508,69;01/01/2014;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;22508,69;;;;;;;;;;;;;No;;7,022;3;02/01/2025;EURIBOR_SWAP;12M;0;;02/01/2025;12M;;2M;3;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1003032_210374040500064125;;19/12/2024;1M;;;;19/11/2024;19/07/2029;Yes;Long;225641,19;225641,19;19/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;225641,19;;;;;;;;;;;;;No;;4,45;0,8;20/07/2025;EURIBOR_SWAP;12M;0;;20/07/2025;12M;;2M;0,8;UG;PERSONALES FINANCIACION EMPRESAS;Banca Empresas;VAR;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;PYME - MEDIANA;;;;;120;130;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;01030202;03;J02;Medianas empresas;;MEDIANAS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;1003035_210305700500005596;;30/11/2024;1M;;;;30/10/2024;30/12/2033;Yes;Long;30164,01;30164,01;30/04/2009;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30164,01;;;;;;;;;;;;;No;;3,916;0,75;31/10/2025;EURIBOR_SWAP;12M;0;;31/10/2025;12M;;2M;0,75;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;458;112017;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003072_210347060503245537;;12/12/2024;1M;;;;12/11/2024;12/05/2045;Yes;Long;377460,17;377460,17;12/10/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;377460,17;;;;;;;;;;;;;No;;4,086;1,15;13/10/2025;EURIBOR_SWAP;12M;0;12,5;13/10/2025;12M;;2M;1,15;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F06;Adultos 2B;50;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;100308_210371830500019039;;02/12/2024;1M;;;;02/11/2024;02/10/2033;Yes;Long;39672,52;39672,52;02/07/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;39672,52;;;;;;;;;;;;;No;;3,7740000000000005;0;03/01/2025;FO2;12M;0;;03/01/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;984;112027;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-01;Sensible;02010100;;F07;Adultos 3;40;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003092_210301660500171627;;01/12/2024;1M;;;;01/11/2024;01/09/2039;Yes;Long;67864,12;67864,12;01/09/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;67864,12;;;;;;;;;;;;;No;;4,526;1;02/09/2025;EURIBOR_SWAP;12M;0;;02/09/2025;12M;;2M;1;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;432;112014;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;02010100;;F09;Seniors 2;76;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003099_210348330506817030;;25/12/2024;1M;;;;25/11/2024;25/03/2049;Yes;Long;105366,07;105366,07;25/03/2014;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;105366,07;;;;;;;;;;;;;No;;5,7090000000000005;2,1;26/03/2025;EURIBOR_SWAP;12M;0;;26/03/2025;12M;;2M;2,1;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02030000;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003107_210378430500091103;;26/12/2024;1M;;;;26/11/2024;26/07/2025;Yes;Long;2949,26;2949,26;26/07/2005;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2949,26;;;;;;;;;;;;;No;;3,7350000000000003;0;27/01/2025;FO1;12M;0;;27/01/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;194;112011;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-01;Sensible;02010100;;F04;Adultos 1B;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003113_210322070515972654;;14/12/2024;1M;;;;14/11/2024;14/06/2035;Yes;Long;16866,03;16866,03;14/06/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16866,03;;;;;;;;;;;;;No;;4,841;1,25;15/06/2025;EURIBOR_SWAP;12M;0;18;15/06/2025;12M;;2M;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;194;112011;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010100;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1003124_210372640500042176;;05/12/2024;1M;;;;05/11/2024;05/12/2043;Yes;Long;63194,13;63194,13;13/11/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;63194,13;;;;;;;;;;;;;No;;4,793;1,09;06/12/2024;EURIBOR_SWAP;12M;0;;06/12/2024;6M;;2M;1,09;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F06;Adultos 2B;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003131_210374240500014220;;27/12/2024;1M;;;;27/11/2024;27/06/2046;Yes;Long;88151,69;88151,69;27/06/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;88151,69;;;;;;;;;;;;;No;;4,253;0,5499999999999999;28/12/2024;EURIBOR_SWAP;12M;0;;28/12/2024;6M;;2M;0,5499999999999999;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010200;;F06;Adultos 2B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003147_210333400515131845;;13/12/2024;1M;;;;13/11/2024;13/06/2033;Yes;Long;41334,65;41334,65;13/06/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;41334,65;;;;;;;;;;;;;No;;3,7740000000000005;0;14/01/2025;FO2;12M;0;;14/01/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;164;112026;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-01;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003149_210332830503178381;;07/12/2024;1M;;;;07/11/2024;07/01/2034;Yes;Long;60573,13;60573,13;07/01/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;60573,13;;;;;;;;;;;;;No;;4,622;0,6;08/01/2025;EURIBOR_SWAP;12M;0;;08/01/2025;12M;;2M;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003154_210373520500019187;;12/12/2024;1M;;;;12/11/2024;12/10/2032;Yes;Long;18214,44;18214,44;12/07/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18214,44;;;;;;;;;;;;;No;;4,38;0,7000000000000001;13/01/2025;EURIBOR_SWAP;12M;3;11;13/01/2025;6M;;2M;0,7000000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1003160_210301770500030804;;26/12/2024;1M;;;;26/11/2024;26/08/2025;Yes;Long;975,98;975,98;26/08/2003;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;975,98;;;;;;;;;;;;;No;;2,85;1;26/08/2025;EURIBOR_SWAP;12M;0;;26/08/2025;12M;;2M;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F07;Adultos 3;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003167_210377960500006364;;26/12/2024;1M;;;;26/11/2024;26/05/2033;Yes;Long;41867,9;41867,9;26/05/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;41867,9;;;;;;;;;;;;;No;;3,7740000000000005;0;27/01/2025;FO2;12M;0;;27/01/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;984;112027;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-01;Sensible;02010100;;F06;Adultos 2B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;100316_210322490504337308;;19/12/2024;1M;;;;19/11/2024;19/02/2032;Yes;Long;27773,9;27773,9;19/02/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;27773,9;;;;;;;;;;;;;No;;4,221;0,5;20/02/2025;EURIBOR_SWAP;12M;0;;20/02/2025;12M;;;0,5;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;476;112004;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;02010100;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1003195_210378420500314882;;30/11/2024;1M;;;;30/10/2024;30/01/2033;Yes;Long;101092,84;101092,84;30/09/2005;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;101092,84;;;;;;;;;;;;;No;;4,176;0,65;31/03/2025;EURIBOR_SWAP;12M;0;;31/03/2025;6M;;2M;0,65;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F06;Adultos 2B;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
